title_tt,title_sp,album_tt,album_sp,artist,videos,views,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,duration_ms,popularity
Sidney's Blues,Sidney's Blues,The Definitive R&B Series – 1940,Vol pour Sidney (Aller),"Taj Mahal, Michel Sena",1,28000000,0.783,0.233,8,-13.788,1,0.124,0.482,1.85e-05,0.123,0.592,121.442,4,166533,6
Akadou,Akadou,Akadou,Ta Zouzounia Xanarhontai,Zouzounia,1,47900,0.698,0.532,5,-13.906,1,0.034,0.655,1.54e-05,0.158,0.967,119.996,4,161600,32
Logobi Type Beat,Logobi Type Beat,Logobi Type Beat,Logobi Type Beat,ParoxingBeatz,1,128500,0.747,0.798,11,-9.197,1,0.0773,0.261,0.92,0.078,0.966,149.994,4,153652,46
San Lava,San Lava,San Lava,San Lava,"Oge, Elena Tsagrinou",1,55200,0.681,0.716,11,-8.677,0,0.0865,0.493,0.000365,0.336,0.713,97.96,4,196378,45
Nothing,Nothing,Nothing,To Let A Good Thing Die,Bruno Major,7,1800000,0.555,0.27,2,-15.892,1,0.0884,0.931,0.536,0.103,0.274,139.691,3,162797,81
La valse d'Amélie,La Valse d'Amélie,Amelie from Montmartre (Original Soundtrack),Drift Into Your World,"Chill Fruits Music, Fets, Lofi Fruits Music",1,311300,0.537,0.0683,0,-20.724,1,0.032,0.821,0.921,0.105,0.124,99.922,4,105822,49
All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),All Too Well (10 Minute Version) (Taylor's Version) (From The Vault),Red (Taylor's Version),Red (Taylor's Version),Taylor Swift,22,20200000,0.631,0.518,0,-8.771,1,0.0303,0.274,0.0,0.088,0.205,93.023,4,613027,93
Pepas - Remix,Pepas - Remix,Pepas - Remix,Pepas (Remix),"Treekoo, Zato DJ",1,3500000,0.718,0.77,7,-7.479,1,0.0431,0.026,0.000187,0.246,0.52,129.88,4,274067,62
Mon Amour - Remix,Mon Amour - Remix,Mon Amour - Remix,Mon Amour (Remix),"zzoilo, Aitana",2,19500000,0.748,0.761,2,-6.621,1,0.102,0.122,6.56e-06,0.0984,0.362,116.041,4,179940,87
España cañí (Spanish Gypsy Dance),"Marquina, Pascual: España cañí (Spanish Gypsy Dance)",Lo Más Grande De la Copla - Vol. 25,Lo Más Grande De la Copla - Vol. 25,Gran Orquesta Profesores Solistas Alfredo Domenech,1,236400,0.459,0.184,7,-13.918,1,0.034,0.931,0.191,0.081,0.535,122.03,4,169973,1
Let It Snow,Let It Snow,Snow,The Best Of/20th Century Masters: The Christmas Collection,"Boyz II Men, Brian McKnight",1,72500,0.697,0.409,0,-11.238,1,0.0369,0.685,2.83e-05,0.114,0.542,124.382,4,251133,49
"10,000 Hours","10,000 Hours","10,000 Hours","10,000 Hours",PattyCake,1,1200000,0.624,0.663,10,-6.047,1,0.149,0.489,0.0,0.0887,0.719,179.938,4,167500,25
Welcome to Jurassic World,Welcome to Jurassic World,Jurassic World (Original Motion Picture Soundtrack),Jurassic World (Original Motion Picture Soundtrack),Michael Giacchino,1,49600,0.192,0.159,10,-13.067,1,0.0353,0.945,0.858,0.13,0.0539,58.546,4,128864,49
Thê Lương - Dino Lofi Remix,Thê Lương (Dino Lofi Remix),Thê Lương,Thê Lương,Phúc Chinh,1,26400000,0.563,0.584,2,-4.611,0,0.0378,0.795,0.0659,0.358,0.189,85.008,4,306875,36
24/7,24/7,CECE,CECE,"Celina Sharma, Harris J.",6,145800,0.704,0.638,10,-2.834,1,0.0742,0.385,0.0,0.0683,0.386,107.974,4,184478,75
"Yum, Yum, Yum","Yum, Yum, Yum - Instrumental",Johnny Temple's Believe My Sins Have Found Me Out,Children's Songs for Kindergarten and Daycare Center [Accompaniment Ver. (Instrumental)],Music Drawing Paper,1,13700000,0.696,0.193,0,-19.643,1,0.36,0.992,0.965,0.115,0.78,113.992,4,61053,0
Y Eso?,Y Eso?,Y Eso?,Y Eso?,"Bulova, PV Aparataje",1,1300000,0.942,0.988,1,-0.799,1,0.28,0.381,4.8e-06,0.105,0.944,120.06,4,164049,59
Tıkla,Tıkla,Şappur Şuppur,Şappur Şuppur,İsmail YK,2,1100000,0.789,0.815,8,-7.946,0,0.0603,0.18,2e-06,0.134,0.895,100.027,4,284667,49
Se Xeno Soma,Se Xeno Soma,Apohrosis,Se Xeno Soma,Helena Paparizou,1,200000,0.495,0.532,3,-7.716,0,0.104,0.541,0.0,0.211,0.493,154.324,4,214498,34
"Circle of Life (From ""The Lion King"")","Circle of Life (From ""The Lion King"")",The Lion King a Magical Musical Collection - Original Musical Soundtrack,"Circle of Life (From ""The Lion King"")",Taylor Davis,1,41400,0.182,0.693,10,-6.399,1,0.0588,0.527,0.0902,0.0876,0.339,84.06,4,264880,26
Halloween Official,Superstar,,Halloween Pussytrap! Kill! Kill! (Official Motion Picture Soundtrack),Kill! Pussy! Kill!,1,151400,0.584,0.964,7,-2.243,1,0.0506,0.0033,0.248,0.0625,0.911,79.992,4,183221,17
"Den Kanei Kryo, Pt. 2 - Live","Den Kanei Kryo, Pt. 2 - Live",Locomondo - Live,Locomondo (Live),Locomondo,1,235600,0.674,0.941,7,-6.691,1,0.432,0.386,0.0,0.857,0.923,136.929,4,38840,6
Clouds,CLOUDS,Clouds,CLOUDS,NF,1,2800000,0.793,0.65,1,-3.944,1,0.397,0.371,0.0,0.854,0.809,128.111,4,243750,69
We Will Rock You,We Will Rock You,Canta y Juega (Con Karaokes) Vol. 5,Stone Cold Classics,Queen,1,1700000,0.701,0.38,11,-10.717,0,0.0674,0.667,0.0,0.162,0.598,81.272,4,121960,31
Stressed out (Remix),Stressed out (Remix),#1 Dance Anthems 2017,Stressed out (Remix),Cobra Comanson,1,59300,0.743,0.318,11,-12.204,0,0.0352,2.36e-05,0.0618,0.251,0.191,97.864,4,117978,23
Η Γιαγιά Μας Η Καλή,Η γιαγιά μας η καλή,Παιδικά Τραγούδια,Ελληνικά Παιδικά Τραγούδια,Παιδικά Τραγούδια,1,36800,0.884,0.168,0,-15.176,1,0.0558,0.729,3.17e-06,0.0878,0.941,149.96,4,91000,23
High Vibration,High Vibration,Eclipse,Solfeggio Frequencies & Meditation Music,Spiritual Moment,2,330500,0.0909,0.132,7,-21.897,1,0.0353,0.916,0.961,0.0981,0.109,59.707,4,484918,42
Mango,Mango,Mango,Mango,Peach Tree Rascals,1,1000000,0.87,0.587,6,-6.117,1,0.0406,0.0209,3.18e-06,0.0888,0.814,122.939,4,191073,56
Xipna Agapi Mou,Xipna Agapi Mou,Tzeni Vanou - I Foni / Megales Erminies,Ta Portreta Tis Minos EMI (Vol. 11),Tzeni Vanou,1,31400,0.453,0.345,0,-10.125,1,0.0323,0.87,0.0,0.125,0.476,121.432,4,189000,22
Rock The Boat,Rock The Boat,Aaliyah,Aaliyah,Aaliyah,1,61100,0.637,0.725,5,-5.073,1,0.0333,0.0702,0.00438,0.203,0.415,92.99,4,274733,63
My Humps - Single Version,My Humps - Single Version,My Humps,New Year's Eve 2022,Black Eyed Peas,1,152900,0.959,0.725,9,-5.322,1,0.299,0.104,0.0,0.163,0.84,123.993,4,251667,0
Money Is the Name of the Game,Money Is the Name of the Game,Blues & Trouble - Blues Reference 1983-1985,Blues & Trouble (Blues Reference 1983-1985),Buster Benton,1,37300,0.604,0.31,5,-10.947,0,0.029,0.235,0.00528,0.125,0.278,97.895,1,364520,41
Culo,Culo,Elevate,M.I.A.M.I.,"Pitbull, Lil Jon",1,37900,0.858,0.656,6,-4.96,0,0.358,0.114,0.0,0.141,0.969,59.972,4,219080,60
"Louis V, Menina Linda","Louis V, Menina Linda","Louis V, Menina Linda","Louis V, Menina Linda","Sidoka, Intactoz Corp.",1,29400,0.905,0.47,5,-11.143,0,0.115,0.71,2.37e-06,0.127,0.503,127.054,4,215005,80
The Look,The Look,The English Riviera,Look Sharp!,Roxette,1,70300,0.634,0.838,2,-5.363,1,0.0413,0.0531,8.34e-06,0.0522,0.541,95.011,4,237320,56
Friday The 13th Main Theme (feat. Jason Voorhees) [From Friday The 13th],Friday The 13th Main Theme (feat. Jason Voorhees) - From Friday The 13th,Friday The 13th Main Theme (feat. Jason Voorhees) [From Friday The 13th],Friday The 13th Main Theme (feat. Jason Voorhees) [From Friday The 13th],"Steve Jablonsky, Jason Voorhees",1,117500,0.233,0.317,1,-15.266,1,0.0366,0.245,0.849,0.0952,0.0304,161.954,3,221947,38
Mariposa,Mariposa,Mariposa,Mariposa,Peach Tree Rascals,1,36300,0.676,0.525,9,-5.88,1,0.028,0.617,0.0,0.356,0.421,112.011,4,210000,76
Sorry Bout That,Sorry Bout That,Sorry Bout That,4L,Yeat,1,59000,0.73,0.643,6,-7.811,0,0.0984,8.47e-05,0.0,0.203,0.492,141.961,4,186018,73
Poison,Poison,Mascara & Monsters: The Best of Alice Cooper,Poison,Bell Biv DeVoe,1,104600,0.84,0.56,6,-10.53,0,0.21,0.00195,0.00417,0.633,0.775,111.815,4,261853,70
Somewhere in My Memory (Chorus & Orchestra Version),Somewhere in My Memory - Chorus & Orchestra Version,Home Alone (Original Motion Picture Soundtrack) [25th Anniversary Edition],Home Alone (Original Motion Picture Soundtrack) [Anniversary Edition],John Williams,1,2300000,0.351,0.0767,2,-21.396,1,0.0335,0.99,0.341,0.0783,0.146,73.848,4,63973,55
GYALIS - Remix,Gyalis - Remix,GYALIS - Remix,Gyalis (Remix),"Novabigsteppa, Capella Grey",1,9000000,0.62,0.544,8,-9.735,1,0.398,0.482,0.0,0.237,0.652,96.769,4,105255,49
Poso mou lipi - Live,Poso mou lipi - Live,Sotis Live,Sotis Live,Sotis Volanis,1,38900,0.658,0.722,0,-3.523,0,0.0513,0.317,0.0,0.514,0.443,105.049,4,105013,10
The Snowbird Strut,The Snowbird Strut,"Sound to See ~ Visual Music, Vol. 2","Sound to See ~ Visual Music, Vol. 2",Jesse Gallagher,1,42400,0.633,0.37,7,-12.393,1,0.0303,0.846,0.951,0.147,0.704,101.115,4,148178,44
Feeling Good,Feeling Good,Bublé! (Original Soundtrack from his NBC TV Special),It's Time,Michael Bublé,1,116600,0.535,0.548,1,-6.51,1,0.037,0.533,1.48e-06,0.123,0.477,115.144,3,237333,67
How To Pimp A N**ga,How To Pimp A N**ga,PERIOD,PERIOD,City Girls,1,2800000,0.853,0.432,9,-9.442,1,0.352,0.0015,2.99e-06,0.327,0.471,82.492,4,170413,64
Bese (Trap Remix),Bese (Trap Remix),Bese (Trap Remix),Bese (Trap Remix),Onur Çetinsoy,1,391000,0.634,0.694,1,-5.057,1,0.147,0.562,1e-05,0.0906,0.589,140.047,4,195745,32
Roses,Roses,Gypsy Swing Kings,Friday Night Funkin' Week 6 (Original Game Soundtrack),Kawai Sprite,1,139500,0.621,0.873,8,-8.103,1,0.056,0.266,0.141,0.0969,0.974,119.996,4,93000,49
Happy Birthday,Happy Birthday,The Definitive Collection,Faces,Mac Miller,1,21900000,0.657,0.667,11,-5.233,0,0.0589,0.00353,0.0,0.184,0.386,86.018,4,168819,64
105 F,105 F,105 F,105 F,KEVVO,1,441800,0.857,0.886,5,-5.236,0,0.0972,0.42,0.00809,0.47,0.893,100.001,4,162475,55
Mal Acostumbrao,Mal Acostumbrao,Mal Acostumbrao,Mal Acostumbrao,"Mau y Ricky, Maria Becerra",1,4000000,0.86,0.516,6,-5.518,0,0.145,0.0616,0.0,0.0791,0.591,98.005,4,190406,82
Eins Zwei Polizei,Eins Zwei Polizei,Was Ist Das?,Was Ist Das,Mo-Do,1,98900,0.712,0.946,4,-11.8,0,0.0321,0.0127,0.253,0.419,0.983,144.885,4,313427,55
Shape of You,Shape of You,Shape of You,÷ (Deluxe),Ed Sheeran,2,19400000,0.825,0.652,1,-3.183,0,0.0802,0.581,0.0,0.0931,0.931,95.977,4,233713,86
Ganesha Mantra,Ganesha Mantra,Ganesha Mantra,A Garland of Moksha Mantras,Yogi Hari,1,2793,0.283,0.023,10,-19.153,1,0.0348,0.995,0.779,0.0871,0.177,78.997,3,146227,32
Love Song,Love Song,Fantasy,Little Voice,Sara Bareilles,1,41800,0.583,0.786,2,-3.142,0,0.0301,0.0208,0.0,0.188,0.573,123.055,4,258827,74
The One,The One,The One,The One,SB19,1,68800,0.686,0.75,9,-5.762,0,0.05,0.0659,0.0,0.113,0.532,127.996,4,275039,51
Ez Nizanim,Ez Nizanim,Ez Nizanim,Roj Vin,Omer Gundi,1,412500,0.759,0.862,11,-8.701,0,0.13,0.337,3.01e-06,0.0139,0.94,89.998,4,283700,3
Krusty Krab Spongebob Trap Remix Vine Theme,Krusty Krab Spongebob Trap Remix Vine Theme,Krusty Krab Spongebob Trap Remix Vine Theme,Krusty Krab Spongebob Trap Remix Vine Theme,William Jacobs,1,263000,0.707,0.272,7,-10.7,1,0.494,0.818,9.67e-05,0.362,0.985,108.274,3,114958,52
MERRY CHRISTMAS,Merry Christmas,,Retro XMAS,Bryan Adams,1,38200,0.683,0.511,6,-5.598,1,0.0279,0.406,0.000197,0.111,0.598,109.991,3,151388,0
Pink Soldiers (Squid Games) - Trap Remix,Pink Soldiers (Squid Games) - Trap Remix,Pink Soldiers (Squid Games) - Trap Remix,Pink Soldiers (Squid Games) [Trap Remix],Gory Matthews,2,554200,0.727,0.667,1,-5.883,1,0.0547,0.658,0.0121,0.125,0.296,121.258,4,64324,26
Haram Olasın,Haram Olasın,Haram Olasın,Haram Olasın,"Kürşat Gürel, Esra Akaydın",1,104700,0.553,0.297,3,-8.703,0,0.0349,0.652,0.0,0.172,0.418,79.988,5,220328,51
We Know It's True,We Know It's True,We Know It's True,We Know It's True,Mick J Clark,1,144100,0.618,0.488,6,-9.306,0,0.0291,0.409,4.68e-05,0.14,0.443,146.09,4,244165,31
Campus,Campus,Vampire Weekend,Vampire Weekend,Vampire Weekend,1,52900,0.639,0.704,7,-5.818,1,0.0659,0.22,0.0872,0.0849,0.645,162.983,4,176467,65
Écoute Chérie,Écoute Chérie,Premiers émois,Premiers émois,Vendredi sur Mer,1,35600,0.607,0.647,7,-7.17,0,0.0452,0.138,0.00102,0.255,0.689,92.915,4,224933,59
Survivor,Survivor,Survivor,Survivor,Destiny's Child,2,105200,0.514,0.911,1,-2.027,0,0.41,0.0559,0.0,0.775,0.619,161.109,4,254027,71
Moral of the Story,Moral of the Story,Moral of the Story,Moral of the Story,Ashe,1,1771,0.572,0.406,10,-8.624,1,0.0427,0.587,4.48e-06,0.102,0.265,119.812,4,201084,76
BUTTERFLY EFFECT,BUTTERFLY EFFECT,ASTROWORLD,ASTROWORLD,Travis Scott,1,219600,0.763,0.628,11,-5.85,1,0.05,0.0531,0.0,0.114,0.193,140.958,4,190557,79
I Doulia Kani Tous Adres,I Doulia Kani Tous Adres,14 Megala Tragoudia,14 Megala Tragoudia,Dimitris Efstathiou,1,81600,0.846,0.513,5,-6.507,1,0.039,0.116,0.0,0.102,0.819,116.685,4,136747,21
"ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME)","ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME)","ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME)","ROLLIN N CONTROLLIN, Pt.2 (PICTURE ME)",DUSTY LOCANE,1,583800,0.858,0.625,8,-4.666,1,0.404,0.225,0.0,0.18,0.659,130.05,4,121837,68
Suspenso,Suspenso,Rocoso,Short Jazzy Loops,Jgift,3,17200000,0.763,0.478,1,-9.866,1,0.0812,2.56e-05,0.861,0.149,0.775,176.042,4,174708,4
Клетка,Клетка,Этажи,Этажи,Molchat Doma,1,182000,0.505,0.751,2,-4.139,1,0.0411,0.628,0.889,0.0813,0.388,129.915,4,283486,65
Ase Me Na S'Agapo,Ase Me Na S'Agapo,Aniko Edo,Aniko Edo,REC,1,39300,0.744,0.767,9,-6.132,0,0.0323,0.0999,0.0,0.144,0.726,99.989,4,231600,23
Painting,Painting,Counting & Color Songs,Staring Through,kudo,1,37000,0.589,0.368,11,-23.418,1,0.0406,0.846,0.946,0.163,0.035,112.008,4,126403,47
Memories (feat. Kid Cudi),Memories (feat. Kid Cudi),Memories,One Love (Deluxe),"David Guetta, Kid Cudi",1,4800000,0.561,0.87,8,-6.103,1,0.343,0.0015,2.82e-06,0.246,0.498,129.98,4,210093,68
The Beach,The Beach,Wiped Out!,Wiped Out!,The Neighbourhood,1,49900,0.245,0.64,2,-7.426,0,0.0608,0.131,8.11e-06,0.0766,0.105,135.739,4,255133,76
Ταβερναρού - Γκαγκάνης,Ταβερναρού - Γκαγκάνης,7 του Μάρτη,7 του Μάρτη,"Γιώργος & Νίκος Στρατάκης, Βούλα Στρατάκη",1,11800,0.374,0.695,0,-7.438,1,0.0369,0.637,0.000718,0.0853,0.724,92.134,4,358813,10
"Emotional Piano Background Music (Hopeful, Inspirational, Mood, Melancholic)","Emotional Piano Background Music (Hopeful, Inspirational, Mood, Melancholic)","Emotional Piano Background Music (Hopeful, Inspirational, Mood, Melancholic)","Emotional Piano Background Music (Hopeful, Inspirational, Mood, Melancholic)",Lesfm,1,44000,0.496,0.104,9,-14.637,0,0.0433,0.988,0.938,0.0919,0.0775,72.487,3,112483,0
When I Be On Tha Mic,When I Be On Tha Mic,The Master,The Master,Rakim,1,36300,0.874,0.506,10,-7.248,0,0.285,0.0411,0.0,0.0409,0.808,95.93,4,222933,25
Let's go to Hell,Let's go to Hell,Let's go to Hell,Let's go to Hell,Tai Verdes,1,429800,0.782,0.798,4,-5.07,0,0.0337,0.141,0.0,0.685,0.905,127.89,4,152182,71
White Girl,White Girl,Young Jefe,Young Jefe,Shy Glizzy,1,36500,0.698,0.793,1,-5.332,0,0.105,0.123,0.0,0.0805,0.454,129.948,4,236760,75
Синий Lamborghini - remix by Dan Korshunov,Синий Lamborghini - remix by Dan Korshunov,Синий Lamborghini - remix by Dan Korshunov,Синий Lamborghini (remix by Dan Korshunov),Rakhim,1,6500000,0.516,0.717,3,-7.618,0,0.101,0.137,0.338,0.197,0.57,158.088,4,120000,51
Are You Ready?,Are You Ready?,Are You Ready?,Are You Ready?,Papithbk,1,42900,0.841,0.519,8,-9.814,0,0.0475,0.0694,0.0,0.0672,0.132,106.97,4,134844,58
Ягода Малинка,Ягода малинка,Ягода Малинка (ТикТок),Ягода малинка,Хабиб,1,735000,0.761,0.735,7,-6.428,0,0.18,0.116,0.0,0.283,0.799,150.074,4,147883,60
MULLET DADDY,MULLET DADDY,MULLET DADDY,MULLET DADDY,XXKATUSJINSUX,1,155100,0.417,0.336,1,-17.487,1,0.028,0.014,0.199,0.318,0.136,136.841,4,97665,66
Hungry Hippo,Hungry Hippo,Whack World,Whack World,Tierra Whack,1,57400,0.893,0.61,4,-5.691,0,0.0488,0.0227,0.00744,0.102,0.778,136.64,4,60000,63
Summer Samba (So Nice),Summer Samba (So Nice),Rain Forest,"A Certain Smile, A Certain Sadness (Expanded Edition)","Astrud Gilberto, Walter Wanderley",1,102100,0.593,0.493,3,-14.954,0,0.032,0.766,0.0,0.0735,0.809,121.749,4,161533,49
Agape,Agape,If Beale Street Could Talk (Original Motion Picture Score),If Beale Street Could Talk (Original Motion Picture Score),Nicholas Britell,1,2600000,0.153,0.162,10,-19.61,1,0.0429,0.884,0.943,0.111,0.0584,68.734,3,175753,64
Rick and Morty Theme,Rick and Morty Theme,The Rick and Morty Soundtrack,The Rick and Morty Soundtrack,"Rick and Morty, Ryan Elder",1,81800,0.331,0.73,10,-7.684,0,0.0396,0.679,0.131,0.247,0.167,165.243,4,35987,46
M.activity,M.activity,Dissolving Doubts,Dissolving Doubts,Andrey Shinkarev,1,113500,0.717,0.416,5,-13.833,1,0.069,0.208,0.856,0.0843,0.632,160.361,4,224800,0
Flowers (Say My Name),Flowers (Say My Name),Flowers (Say My Name),Flowers (Say My Name),ArrDee,1,102300,0.723,0.713,2,-6.879,0,0.241,0.495,0.0,0.513,0.803,143.052,4,158601,79
Vogue,Vogue,,Celebration (double disc version),Madonna,1,73500,0.737,0.88,6,-6.449,1,0.0433,0.00379,0.00351,0.417,0.329,115.998,4,316813,66
Naima (Mono),Naima - Mono,Giant Steps (Mono),Giant Steps (Mono),John Coltrane,1,4200000,0.292,0.012,10,-21.638,0,0.0393,0.905,0.164,0.0813,0.133,170.106,3,265049,59
Viking War Drums,Viking War Drums,Viking Age Songs,Viking Age Songs,Pawl D Beats,1,64900,0.709,0.64,2,-11.458,1,0.0329,0.409,0.839,0.148,0.222,111.035,4,183818,21
Pulp Fiction - Theme Cover,Pulp Fiction: Misirlou - Cover Version,ToneZone Volume 25,Film Theme Tunes and Songs from Quentin Tarantino,Cinescore,1,157200,0.383,0.949,0,-5.59,1,0.0496,5.6e-05,0.673,0.209,0.728,170.834,4,148960,0
BREATHE (Feat. MINO) (Prod. GRAY),BREATHE (Feat. MINO) (Prod. GRAY),Show Me The Money 10 Episode 1,Show Me The Money 10 Episode 1,"Anandelight, unofficialboyy, BE'O, Geegooin, Mudd the student, MINO",1,451200,0.764,0.825,7,-3.332,1,0.0724,0.088,0.0,0.115,0.861,119.897,4,327625,61
Emeis,Emeis,Emeis,Emeis,REC,1,74100,0.619,0.901,9,-5.249,1,0.0644,0.107,0.0,0.168,0.391,93.978,4,223080,25
Epic Motivational,Epic Motivational,Epic Trailer Music,Epic Inspirational Music,AShamaluevMusic,2,8600000,0.325,0.65,11,-7.793,0,0.0452,0.127,0.96,0.0865,0.0387,124.988,4,186790,28
Apopse Eida Oneiro - Live,Apopse Eida Oneiro - Live,Koritsara Mou Gia Sena - Live,Koritsara Mou Gia Sena (Live),"Matthaios Giannoulis, Lefteris Vazaios",1,31500,0.558,0.585,8,-9.163,0,0.133,0.438,0.0,0.577,0.856,179.282,4,109093,0
M'ke Harru,M'ke Harru,M'ke Harru,M'ke Harru,"Mars, Ciljeta",1,63500,0.665,0.487,9,-8.122,0,0.42,0.356,4.02e-06,0.0996,0.627,137.443,5,178404,49
Tutu,Tutu,Tutu,Tutu,"Camilo, Pedro Capó",1,1300000,0.731,0.832,9,-2.592,1,0.0503,0.273,0.0,0.0665,0.94,146.013,4,178613,73
Scary Music Box,Scary Music Box,Spooky Sounds for Halloween,Spooky Sounds for Halloween,Cauldron City,1,63500,0.43,0.0858,2,-22.023,0,0.0587,0.58,0.723,0.104,0.838,102.482,4,139920,21
Patrida Mou,Patrida Mou,Ebirion Sillektis (Mono Gia Filous) - UMG Version,Duets,"Melisses, Katy Garbi",1,38700,0.268,0.559,4,-10.078,0,0.084,0.0923,0.0,0.12,0.514,86.812,4,190051,29
Alejandro,Alejandro,The Fame Monster - Deluxe Edition,The Fame Monster (Deluxe Edition),Lady Gaga,1,182500,0.626,0.799,11,-6.612,0,0.046,0.000358,0.00155,0.36,0.369,98.992,4,274213,62
Maradona,Maradona,Maradona,This Is Me,Niniola,1,177300,0.913,0.642,0,-6.541,1,0.0584,0.0411,0.0451,0.106,0.797,117.943,4,191192,45
Sailing,Sailing,To The Island,Christopher Cross,Christopher Cross,5,73400,0.469,0.382,2,-13.203,1,0.0374,0.364,0.00025,0.36,0.178,149.994,4,256147,69
Risa,Risa,"Efectos de Sonido, No. 17",Infame,Babasónicos,1,9900000,0.586,0.71,0,-6.124,1,0.0308,0.406,0.000326,0.0874,0.384,128.362,4,187133,56
Island Boy - The Kiffness Remix,Island Boy - The Kiffness Remix,Island Boy - The Kiffness Remix,Island Boy (The Kiffness Remix),"The Kiffness, Flyysoulja, Kodiyakredd",1,2700000,0.865,0.717,5,-8.991,1,0.204,0.298,0.000312,0.0763,0.843,109.976,4,134045,50
Change Your Ways,Change Your Ways,NCS: The Best of 2015,Change Your Ways,"High Maintenance, Charlotte Haining",1,13800,0.331,0.951,2,-3.647,1,0.0369,0.000828,0.223,0.215,0.0678,174.964,4,246857,37
Often a Bird,Often a Bird,Jardin Clos,Jardin Clos,Wim Mertens,1,73200,0.395,0.15,2,-12.095,1,0.0266,0.949,0.608,0.0909,0.112,154.034,4,231689,43
Trexe,Trexe,Trexe,Trexe,Peggy Zina,1,38600,0.587,0.758,0,-7.334,0,0.0547,0.0761,0.0,0.415,0.736,156.057,4,240094,14
Banana Boat (Day-O),Banana Boat (Day-O),The Legacy of Harry Belafonte: When Colors Come Together,Calypso,Harry Belafonte,2,2000000,0.797,0.105,1,-16.881,1,0.0969,0.885,0.000116,0.108,0.419,122.545,4,183133,69
Harry Potter (Main Theme),Harry Potter (Main Theme),Piano Show,The Movie Night Album,The Intermezzo Orchestra,1,244300,0.173,0.151,2,-15.129,0,0.0357,0.932,0.92,0.345,0.0512,90.81,4,157700,10
TIME IN OBLIVION,TIME IN OBLIVION,STACKS OF CASH AND DESPAIR,STACKS OF CASH AND DESPAIR,iANO,1,44900000,0.518,0.896,2,-5.419,1,0.0425,0.00169,0.757,0.0699,0.0657,167.937,4,551124,55
Cafe,Cafe,Lab Coat,Tonight,BIGBANG,1,1900000,0.798,0.749,5,-4.938,0,0.0424,0.229,0.0,0.338,0.704,106.049,4,219947,43
Dream Lover,Dream Lover,Gentleman & The City,The Ultimate Bobby Darin,Bobby Darin,1,103100,0.526,0.774,5,-1.692,1,0.0459,0.715,0.0,0.437,0.715,131.715,4,150706,60
PJ Masks Theme Song,PJ Masks Theme Song,Here We Come,Here We Come,PJ Masks,1,31300,0.72,0.85,7,-3.939,1,0.0936,0.0827,0.0,0.113,0.405,95.519,4,40000,63
Valley of the Dolls,Valley of the Dolls,Electra Heart,Electra Heart (Deluxe),MARINA,1,43800,0.552,0.669,1,-6.161,1,0.0269,0.000314,0.0,0.113,0.26,119.98,4,253787,50
Lowlife,Lowlife,Lowlife,Bubblebath,That Poppy,1,8435,0.634,0.832,11,-3.879,0,0.0463,0.0815,0.0,0.429,0.772,145.966,4,205693,57
Playground (from the series Arcane League of Legends),Playground (from the series Arcane League of Legends),Arcane League of Legends (Soundtrack from the Animated Series),Playground (from the series Arcane League of Legends),"Bea Miller, Arcane, League of Legends",2,127500,0.514,0.703,8,-6.859,1,0.0298,0.0107,7.62e-05,0.13,0.356,157.399,4,230526,67
Enemy - from the series Arcane League of Legends,Enemy - from the series Arcane League of Legends,Enemy - from the series Arcane League of Legends,Enemy (from the series Arcane League of Legends),"Imagine Dragons, Arcane, League of Legends",1,41100,0.722,0.745,7,-4.164,1,0.256,0.247,0.0,0.419,0.52,77.029,4,173381,70
My Little Love,My Little Love,My Little Love,30,Adele,1,6200000,0.339,0.492,1,-10.661,1,0.0559,0.829,0.00377,0.147,0.102,151.865,4,389107,84
X,X,Restless,Intimo,"Nicky Jam, J Balvin",1,135100,0.594,0.749,9,-5.298,0,0.056,0.0338,0.00106,0.3,0.694,179.968,4,172854,74
暖雨,煙暖雨收,,煙暖雨收 - 網劇《等到煙暖雨收》片頭主題曲,李煒,2,1200000,0.38,0.353,4,-10.759,1,0.0387,0.409,7.46e-05,0.0849,0.329,179.637,3,235375,20
Tình Yêu Màu Hồng - MEE Remix,Tình Yêu Màu Hồng (MEE Remix),Tình Yêu Màu Hồng - MEE Remix,Tình Yêu Màu Hồng (MEE Remix),"Hồ Văn Quý, Xám",1,535000,0.698,0.829,3,-8.698,0,0.0347,0.0424,0.0578,0.106,0.67,142.966,4,353202,25
Regalo de Reyes,Regalo de Reyes,15 Boleros de Oro,15 Boleros de Oro,Los Cadetes De Linares,1,15000000,0.73,0.474,5,-7.434,1,0.0438,0.573,0.0,0.24,0.819,92.978,4,162120,42
Promiscuous,Promiscuous,Loose - Expanded Edition,Loose,"Nelly Furtado, Timbaland",3,21300000,0.808,0.97,10,-6.098,0,0.0506,0.0569,6.13e-05,0.154,0.868,114.328,4,242293,82
De lao,De lao,De lao,De lao,Ely Blancarte,1,2500000,0.834,0.573,9,-9.748,0,0.0543,0.195,0.00741,0.0474,0.622,95.023,4,156632,43
